Cell Line,Inhibitor,Stimulus,Timepoint,4EBP1_pS65,4EBP1_pT37_pT46,ACC_pS79,AKT_pS473,AKT_pT308,AMPK_pT172,BAD_pS112,c-Met_pY1235,c-Raf_pS338,CHK1_pS345,CHK2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,HER2_pY1248,HER3_pY1298,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NDRG1_pT346,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PEA15_pS116,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan-betaII_pS660,PRAS40_pT246,Rb_pS807_S811,Rictor_pT1135,S6_pS235_S236,S6_pS240_S244,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
UACC812,GSK690693_GSK1120212,HGF,5,2.811865473,3.827470726,0.681041352,11.81824876,8.246161772,4.172813016,0.570031647,0.615589168,1.03220246,0.825911434,0.562921013,28.77636638,1.809695986,1.25837566,3.034415992,2.137823735,25.99237975,2.451282538,0.383880616,0.075154146,1.238878527,1.386028292,0.782979701,1.361852059,0.484725132,0.924332359,0.94669362,1.445757174,0.262802588,2.782087755,5.490516132,0.203203583,0.775171163,1.6120976,4.534181732,4.761278129,1.426696182,3.189897411,4.577784099,4.00193091,4.444560305,0.333258265,2.177561449,0.653980745
UACC812,GSK690693_GSK1120212,Serum,5,2.947307662,4.291586418,0.590155137,13.9424143,8.932764395,4.011159708,0.663049695,0.596056053,0.917051938,0.824862343,0.563672735,28.55377301,1.81917508,1.296569318,3.778544815,2.105754872,23.93022687,2.354726099,0.430409012,0.097797348,1.874746109,1.484821362,0.752674682,1.344994176,0.504906853,0.982797814,1.125971898,1.565439974,0.309666287,2.685157821,7.898163531,0.191144465,0.749240252,1.735983091,4.844829488,5.01608636,1.509128702,3.820788874,5.594502184,3.396179668,4.959141063,0.333131433,2.183923408,0.680121509
UACC812,PD173074,Insulin,5,3.130157994,3.414594485,0.688274317,2.477091646,1.413846777,3.765209231,0.920147536,0.607705529,0.940704115,0.799354686,0.567148165,10.51166497,1.389473815,1.255638027,3.690575875,2.380567679,12.66038209,1.811048469,0.374758383,0.974195611,1.648810713,1.570174248,1.059351593,1.392219288,0.459638346,1.087076603,0.953225752,2.639822115,0.386304936,2.493752398,8.991545237,0.204553084,0.765511706,2.038587472,5.436901446,3.971467646,1.857150878,4.720992776,6.766807882,2.133553001,3.745215539,0.309816062,2.404432958,0.736211124
UACC812,PD173074,PBS,5,3.004105959,3.566583462,0.562871796,2.521001598,1.2400004,3.906526288,0.920762502,0.540963439,0.933698199,0.755407085,0.585779704,9.900383799,1.424727009,1.136557523,3.9376374,2.327696113,11.34111903,1.622170091,0.383579563,0.935707427,1.716036972,1.32386786,1.138392342,1.265491668,0.513990868,1.109439466,0.965050472,2.939922224,0.361549686,2.439440757,11.958166,0.183870986,0.742081831,1.953601969,5.249224165,4.651672678,1.80154241,4.925518178,7.808628148,2.045283132,4.026350123,0.284198284,2.450457561,0.736844225
UACC812,GSK690693_GSK1120212,Insulin,5,2.68028405,3.663607154,0.679045879,13.66163907,7.968070488,3.808692357,0.638208983,0.6310598,1.015932189,0.808005477,0.587731839,26.33631151,1.827085412,1.243571849,2.886202913,1.944515641,25.78975473,2.05575858,0.403722114,0.08302575,1.509207123,1.225273243,0.793894504,1.262157082,0.636370156,1.142900944,1.040240885,1.507035727,0.308052764,2.417215578,7.235562984,0.195753536,0.757560219,1.482297003,4.761006394,4.473696687,1.224518797,2.798243532,4.29229383,3.523524712,4.769558066,0.379425022,2.143525598,0.665005141
UACC812,GSK690693_GSK1120212,PBS,5,3.205068641,3.780388695,0.697919319,10.52337214,7.474442539,4.490827795,0.603257898,0.569810048,1.127314986,0.723526774,0.542171656,18.53839789,1.751473506,1.202188612,3.231073543,2.067403324,18.36187873,2.456859297,0.367088998,0.075138536,1.227391643,1.393985795,0.766702686,1.248667739,0.502911095,0.964294618,0.956616876,1.417986707,0.252633332,2.910064738,6.008647367,0.206465384,0.716964086,1.607669966,4.470941061,4.337842509,1.426921508,3.403373725,5.082091534,3.41870018,4.93562057,0.317667505,2.219233266,0.643754543
UACC812,DMSO,HGF,5,2.941608634,3.674640449,0.483001745,2.31261581,1.188638695,3.035886614,0.841896868,0.662760292,0.910227602,0.91042196,0.559494389,11.63742026,1.34355024,1.343517421,3.575217879,2.228439764,11.18080813,1.895836936,0.353944372,0.935363684,1.565446406,1.361712915,1.025494944,1.268476266,0.548327015,1.053932796,0.965556983,2.569481126,0.383680447,2.563035195,13.94717867,0.205003013,0.739609344,1.899426459,5.584914032,5.060674689,1.588493037,4.897587745,7.46311237,2.169644368,4.253119503,0.311370661,2.349206375,0.832861766
UACC812,DMSO,Serum,5,3.528024068,4.417221251,0.461448744,2.554614961,1.444892353,3.279358815,0.84221461,0.639711543,1.082375789,0.733222779,0.533477698,12.07118035,1.587873687,1.512705707,4.931117791,3.072837323,13.7176672,2.230050131,0.340800817,1.087209153,1.183692765,2.113842094,0.981044662,1.593867779,0.564558242,1.071850646,0.948684063,3.116817366,0.420872829,3.333128083,1.982977344,0.211527139,0.711519183,2.767038404,4.847619565,6.640125234,2.568128075,6.824455114,8.697087589,2.590841792,7.193065178,0.294695259,2.473561251,0.737020748
UACC812,DMSO,Insulin,5,3.042488467,4.161969059,0.514090105,2.607413005,1.518848418,3.076864268,0.756475441,0.620971692,1.066451187,0.783912363,0.594602786,14.18114391,1.412169295,1.237892021,3.808105055,2.283965208,15.47519449,2.056582196,0.337570207,0.921533122,1.519697446,1.566275808,1.032219802,1.310807292,0.457066978,1.067152369,0.870294652,2.619791704,0.334685508,2.521850101,3.654323973,0.195571622,0.74835376,2.064184992,5.61053638,5.521653976,1.818373558,6.264471987,8.943630721,2.176564697,4.956848474,0.318336444,2.486535811,0.708024548
UACC812,DMSO,PBS,5,3.130523585,4.052859385,0.508277901,2.519571736,1.484127311,3.202990786,0.750556777,0.609320683,0.947388978,0.789486001,0.521718511,10.38808846,1.386219495,1.296421591,3.594116695,2.297146002,14.03082006,1.664334374,0.30640488,0.931248177,1.46442552,1.459857653,1.048072804,1.251509596,0.499166052,1.006680439,0.88421775,2.681670057,0.368114027,2.48937084,10.85262009,0.183274184,0.734265213,1.924528066,4.914829142,4.981271876,1.716237796,5.01656977,6.909457875,1.974525984,4.169601041,0.291108494,2.370137285,0.701509131
UACC812,PD173074,HGF,15,2.746147271,3.932722489,0.572604736,2.225933558,1.184494402,3.587166577,0.768277373,0.583585185,1.017533506,0.792405674,0.607653366,14.5612923,1.405709275,1.326655217,3.613106078,2.282182532,13.97712417,2.118328996,0.39172719,0.410115634,1.086114596,1.611297372,0.918083601,1.339286007,0.56156384,1.102340136,0.861822425,2.356327529,0.313617257,2.823151195,2.905487155,0.198437532,0.803277785,1.80304957,4.858195098,5.550510599,1.96480517,6.109687009,5.60588715,2.40770061,4.964288436,0.304469555,2.577095125,0.751735039
UACC812,PD173074,Serum,15,2.984406965,4.55964088,0.550133144,3.13944169,1.402810589,3.200119879,0.85384711,0.64864339,0.957177849,0.786710561,0.593481331,11.86317198,1.461538659,1.220391462,4.105104941,2.347765534,11.55539534,2.045549832,0.338431609,0.484363432,1.074125277,1.541038377,0.949737806,1.19130405,0.597283025,0.970486296,0.854566579,2.289307902,0.408625074,2.839997362,4.051633908,0.202949559,0.784235501,1.786180258,5.032835818,5.854137397,1.841180703,6.138995413,4.633554357,2.102186245,5.929527813,0.293444826,2.812094059,0.738597134
UACC812,GSK690693_GSK1120212,HGF,15,3.049708357,4.276960647,0.589234882,14.09389766,8.671211846,3.247268525,0.589806746,0.589846383,1.059025355,0.84798529,0.566536923,28.82973427,1.769300239,1.225262208,3.101443884,1.931714543,26.24373183,2.253283782,0.359178914,0.08946433,1.571436394,1.282665539,0.790228863,1.113974696,0.55299476,0.891728578,0.961179236,1.281724559,0.213079261,2.840866047,4.229586887,0.216213323,0.762560489,1.568063503,4.652574283,4.939226747,1.427390487,3.286568335,5.473886172,3.630069477,5.628022495,0.311696598,2.126000238,0.706048854
UACC812,GSK690693_GSK1120212,Serum,15,2.973910319,4.285252068,0.43753414,12.5826978,7.425782721,2.33971272,0.667973051,0.625737022,1.134574227,0.791381695,0.569272157,26.7641026,1.833864345,1.109196807,2.711482616,1.779745473,24.17344894,2.191213402,0.436095019,0.130810707,3.120087235,0.789652669,0.898506872,1.188567392,0.536258076,1.10339192,1.147505014,1.583227916,0.252278869,2.687515187,18.58714175,0.1672307,0.736767044,1.302122815,5.153488566,3.686175953,1.190860214,2.884091204,4.089418878,3.661734369,3.167619431,0.341542402,2.330306778,0.76208041
UACC812,PD173074,Insulin,15,3.570854624,4.51648412,0.556506244,2.167327506,1.213520401,3.433971236,0.923414553,0.62376116,0.891494439,0.864519398,0.545519143,12.52582053,1.385208412,1.204553187,3.499840722,2.074684287,13.73941225,1.698671857,0.344030761,0.404350847,0.932842203,1.111586621,1.010125393,1.298722842,0.634173713,1.120339714,0.89738785,2.689920199,0.361179597,2.96456542,12.53663999,0.172674084,0.717138767,1.680415659,5.582212952,5.451177482,1.60983078,5.496962418,6.257112462,2.385083476,4.711761693,0.293598774,2.845163601,0.788555396
UACC812,PD173074,PBS,15,3.459816407,3.885618264,0.454197052,1.808727835,1.170421063,3.009820356,0.977608807,0.670316894,0.782869512,0.801542626,0.557402842,12.73004056,1.333666773,1.131851836,3.269497711,2.02819527,13.00879479,1.709102462,0.371868638,0.411828904,0.945907328,0.958645248,1.083267522,1.246434886,0.62495143,1.216903584,0.906997285,2.599751728,0.346908589,2.570915862,13.20725415,0.177175446,0.684173923,1.562465947,5.280211758,4.88965952,1.665763271,4.723234196,5.255632452,2.154559805,3.107860868,0.318354248,2.861630445,0.779365498
UACC812,GSK690693_GSK1120212,Insulin,15,5.667827904,8.994552306,0.458158607,29.70216993,18.39873082,4.573446236,0.637624413,0.57820038,0.769285284,0.672567407,0.598931706,48.33411242,1.726207135,1.050073789,4.814260598,1.859879291,42.9155328,2.585803895,0.321008048,0.08796644,1.171502151,0.758209338,0.751758647,1.115186726,0.393347267,0.910478149,0.87153634,1.864581084,0.175157338,4.249102966,10.23519026,0.172335536,0.549636899,1.346690321,8.424510495,10.94941571,1.320869269,7.531518356,5.65058517,5.837911439,9.676782121,0.292889892,3.323530297,0.545223616
UACC812,GSK690693_GSK1120212,PBS,15,3.101332497,4.34854397,0.570935709,12.80347371,8.839876062,3.683367777,0.631316859,0.656482505,1.103643428,0.774707776,0.583683699,24.28321663,1.621647681,1.14883786,2.91634556,1.888597794,21.58919494,2.045781312,0.353785276,0.089656676,1.819635373,1.270328353,0.842874278,1.074234223,0.486479539,0.925740247,0.929622249,1.462354021,0.211438169,2.835440492,6.786350423,0.189502601,0.697906499,1.570132375,4.88803486,5.05460461,1.346308927,3.81393931,4.016739476,3.356590213,4.4195809,0.320791243,2.331497586,0.648559002
UACC812,DMSO,HGF,15,3.486367742,4.759000708,0.467180295,1.632030078,1.21546642,3.467615347,0.820595035,0.551963036,0.836525155,0.785628054,0.547122877,14.25700069,1.478160119,1.148642832,3.357394207,2.091177664,16.49593963,1.914337088,0.354402839,0.384930898,0.933305464,0.960994237,0.920620647,1.207336236,0.59516585,1.074894033,0.905533794,2.729774289,0.372506314,2.821039022,20.39790768,0.167055848,0.673917529,1.630926823,5.882130092,5.5445646,1.418038833,6.422738799,5.119159865,2.297530808,3.237993421,0.299912085,2.841284641,0.825439355
UACC812,DMSO,Serum,15,2.653127056,3.824665274,0.544738684,1.833525116,1.32024231,3.198878439,0.858664328,0.570755838,0.860005276,0.893868884,0.582710295,11.47358182,1.469084747,1.198816905,3.597739188,2.076993059,12.49510596,1.822673883,0.406813264,0.540203779,1.095529365,1.294651212,0.838977591,1.347086795,0.565496956,1.049458233,1.071539036,2.243786097,0.42370497,2.439163568,10.46331404,0.186766834,0.732787456,1.714834156,5.034191391,5.118208951,1.552336302,4.78235558,4.654157841,2.103371656,3.505659912,0.324912538,2.265454222,0.878411174
UACC812,DMSO,Insulin,15,3.680964093,5.283110203,0.518062713,2.472631368,1.33308744,3.953213814,0.755924554,0.538585374,0.963255597,0.82556021,0.557328541,17.8934279,1.52921355,1.27507501,3.953681939,2.179575614,16.38644758,2.038376067,0.385200881,0.342119196,0.851430939,1.236776144,0.973589317,1.140069111,0.548126714,1.013194891,0.919322914,3.114454166,0.349061771,3.347574677,12.76065266,0.178922331,0.699553799,1.792935027,7.266597155,7.678477013,1.64610322,8.007976466,6.560562843,2.581698991,5.077080022,0.302426259,2.968294795,0.742458155
UACC812,DMSO,PBS,15,2.774297062,4.426811051,0.523284526,2.085056294,1.313867756,3.320299118,0.859819335,0.597594049,0.903512009,0.780080925,0.612863311,16.52659947,1.596167118,1.201590405,3.404753613,2.145742797,16.01594533,1.694720929,0.376608381,0.422027204,0.986025973,1.171641677,0.971073526,1.269500645,0.604616094,1.102217115,0.93051249,2.608480726,0.36586346,2.570783517,15.10314709,0.177680855,0.720503767,1.627166757,5.637246273,5.11342902,1.697560252,5.424803703,4.536468998,2.351638611,3.461686633,0.32350831,2.657818048,0.836870951
UACC812,PD173074,HGF,30,3.220122376,4.265403077,0.660106915,1.994753341,1.160545495,4.060219076,0.79327737,0.577711634,0.998143996,0.735388843,0.550267482,10.25922154,1.436659223,1.123627742,3.380732246,2.307151069,11.49999758,1.85411908,0.29942358,0.49089963,0.847477115,1.357415361,0.843359502,1.23322551,0.498211675,1.125166711,0.85207172,2.610727123,0.34221202,2.781375412,11.89566052,0.198338961,0.709371963,1.73883856,5.24160294,5.935258102,1.732305992,5.239317033,5.670224734,2.099855313,4.464850852,0.254539958,2.703067853,0.810928241
UACC812,PD173074,Serum,30,3.491730569,4.232098374,0.504130953,1.996374321,1.215293539,3.236537891,0.930040505,0.601424429,0.800623412,0.715710854,0.613291381,12.95363087,1.423952129,1.118574751,3.749502328,2.137629983,13.38579283,1.838230061,0.359578737,0.586606464,0.937612818,0.957023008,0.938801399,1.322292228,0.626091215,1.099767263,0.938102731,2.990237211,0.463413027,2.670979364,16.13620897,0.161875833,0.729255229,1.616122756,5.78763636,6.115957213,1.425430451,4.578775495,4.383144368,2.16795328,3.684705248,0.301700651,2.406253313,0.918180197
UACC812,GSK690693_GSK1120212,HGF,30,2.470804409,3.279651568,0.731755427,13.26449284,8.456570459,3.775521866,0.567593721,0.664755493,1.144143688,0.934122899,0.631837743,16.7293985,1.510646416,1.236901719,2.6130106,1.806796095,17.62313706,2.076047443,0.37115893,0.088589355,1.90301272,1.288783487,0.716666449,1.260285837,0.584696672,1.047377195,1.059004279,1.124037548,0.291379521,2.623736332,3.089468449,0.223992676,0.805586839,1.540568376,3.906983754,4.220690466,1.335499964,2.348202667,3.906619062,2.792027984,4.624712748,0.357007587,1.876340476,0.802563912
UACC812,GSK690693_GSK1120212,Serum,30,3.486914386,4.988128755,0.518758057,15.54729256,9.693998071,3.468965854,0.684287701,0.640090388,0.899495198,0.755982977,0.564629342,23.24976638,1.603519023,1.046653897,2.905747373,1.864047362,25.54363176,2.315778888,0.384324862,0.172636592,3.483599795,0.848528537,0.832259464,1.504326008,0.62989397,1.075947589,1.03969974,1.776568717,0.246722418,2.885837712,31.96765026,0.151270946,0.703856774,1.266776422,5.822992515,3.936609932,1.227756933,2.95897311,5.17681385,3.265934303,4.057376006,0.304848832,2.321719727,0.79009641
UACC812,PD173074,Insulin,30,2.926234119,3.843438391,0.637793357,1.870534837,1.12598494,4.078833119,0.869406693,0.658345784,0.949878995,0.811546877,0.593391801,8.635115681,1.31444493,1.304873002,3.007051365,1.99541558,11.10768697,1.588925035,0.359769157,0.474218803,1.05385069,1.217996081,0.968781529,1.217061386,0.615515747,1.169688374,0.922419193,2.329839094,0.406175415,2.420079648,13.45252282,0.190628322,0.767885669,1.75771582,5.348191486,5.543706278,1.552041898,5.939469374,5.682927607,1.784629463,3.223719456,0.312265858,2.405448503,0.872217679
UACC812,PD173074,PBS,30,2.730552935,3.662887781,0.57084303,2.025455542,1.20962203,3.63323773,0.878861939,0.582413421,0.864758153,0.865903019,0.568418291,10.25673574,1.435786092,1.241445396,3.161996286,2.09464024,12.15138715,1.684602478,0.363234938,0.451554748,1.247100963,1.182768447,1.025034181,1.227850086,0.587253401,1.142664522,0.959421988,2.272552957,0.372016225,2.438187416,16.50686212,0.197803971,0.738798897,1.589320779,4.900030356,4.717936575,1.567089285,4.420600451,6.836690827,1.966638128,2.930246793,0.328883971,2.447335783,0.884948142
UACC812,DMSO,HGF,30,3.030593098,4.043113341,0.524667408,2.226795004,1.272277735,3.812317571,0.876373022,0.623596316,0.981404607,0.998883795,0.563808796,12.49292755,1.346195653,1.245060626,3.077155007,2.18232676,12.73313891,1.556035132,0.375167006,0.436734504,1.071949971,1.412181487,0.937122173,1.253421424,0.603129444,1.188063891,0.939515355,2.55607169,0.336302133,2.402449995,12.53175563,0.191954288,0.781117928,1.698573668,5.566072467,5.720450405,1.616669243,6.242036746,7.793155055,1.952813724,3.196021414,0.305455606,2.422780534,0.893586859
UACC812,DMSO,Serum,30,2.56828723,3.846733477,0.472875385,2.849392474,1.579980012,2.943197158,0.884740271,0.561468904,0.992052597,0.857196794,0.599745235,17.86538022,1.476036143,1.201109537,4.104159836,2.490196638,15.72672072,1.793057278,0.384346937,0.58695873,1.26149305,1.697188352,0.947482574,1.341585769,0.554967845,1.126510842,0.911202642,2.675013111,0.394590786,2.654134192,2.749752952,0.207608026,0.776734992,1.853351957,5.019482964,5.696365676,2.172754531,5.795742888,8.323368423,2.432012681,4.35009561,0.320390409,2.254640042,0.821827364
UACC812,DMSO,Insulin,30,3.022688487,4.188696804,0.553959877,2.624098281,1.320180483,3.774978711,0.786553871,0.650808018,1.090981189,0.801305778,0.579930097,12.94807391,1.388713662,1.161031277,3.889926158,2.352054037,14.68699287,1.933566076,0.339945273,0.411170611,1.002511358,1.552382691,0.966741304,0.944499265,0.569955096,1.14975995,0.86767228,2.609874249,0.298888141,2.80666139,3.940145311,0.209016187,0.808657819,1.721673164,5.290497429,5.446050682,2.001537112,6.728296443,6.635395813,2.311346423,4.497780738,0.318909953,2.692002993,0.724442823
UACC812,PD173074,Serum,60,2.911523646,3.911418989,0.485308354,1.956229191,1.292050824,2.851787093,0.846318668,0.610591047,0.971826824,0.807467079,0.625422195,14.57181636,1.355515937,1.079324941,3.2849222,2.106912412,15.47769767,1.814941688,0.372929092,0.387256299,1.034334377,1.445325512,0.96970444,1.266311766,0.613758406,1.211239856,0.828908517,2.575462303,0.438869289,2.499404336,2.007989783,0.194815449,0.754727347,1.980785294,5.460964483,5.373824942,2.277196795,5.109365334,3.739749563,2.389547731,4.559463296,0.326768415,2.260592311,0.81365898
UACC812,GSK690693_GSK1120212,HGF,60,2.786498571,4.407077907,0.744109993,12.61456245,8.710615609,4.744322565,0.602929284,0.708212292,1.476960036,0.684594374,0.608716544,18.3088007,1.742272317,1.1714011,2.80871382,1.727084659,18.7442896,2.138844848,0.329389545,0.079577052,1.01221331,1.18621945,0.721552144,0.993491031,0.575509412,1.057698642,0.861673884,1.1731278,0.25935849,3.16527354,1.950221989,0.199249877,0.730377413,1.788343708,4.288253485,4.877506839,1.447217667,2.822068819,2.971982754,3.282515358,4.820452272,0.336117898,2.346596768,0.678421109
UACC812,GSK690693_GSK1120212,Serum,60,2.953085122,4.273471402,0.55387946,11.21477602,8.160332763,3.128598066,0.695053286,0.683120168,1.548005654,0.714586342,0.626317466,19.74474051,1.602084919,1.178367249,3.073090224,1.825126395,24.71012023,2.297463865,0.375855665,0.13591526,2.064716779,1.322938909,0.771991766,1.183014092,0.522442369,0.994283018,0.914264734,1.641866962,0.287990648,3.001079021,2.038938497,0.200717964,0.727014402,1.829719349,4.277456427,3.942034925,1.898928824,3.796351112,3.065667579,3.386433298,4.758514557,0.353165975,2.136613937,0.671950826
UACC812,PD173074,Insulin,60,3.119747925,5.163914776,0.666280001,1.820970883,1.237620993,4.886147335,0.773182653,0.632001036,1.342965321,0.714305922,0.589258269,13.02193211,1.469475338,1.147719768,3.65921231,2.133967424,17.24710335,1.723526601,0.380627442,0.318676082,0.891187151,1.491798035,0.957961967,1.208823569,0.521601357,1.219054279,0.795012135,2.561066086,0.255232348,3.046804123,2.873923209,0.183669021,0.684166616,2.416050026,5.691421056,7.478978589,2.469998156,7.63653172,4.829909384,2.510549828,5.579634872,0.281384816,2.749021734,0.741881726
UACC812,PD173074,PBS,60,3.072763673,4.23178728,0.699826852,1.683507298,1.431056957,4.79899337,0.782004122,0.621922205,1.390305478,0.722304748,0.59429059,12.02862999,1.593252963,1.260081814,3.331343701,2.058393475,13.08419886,1.744695719,0.364673905,0.299575347,0.884422428,1.570236516,0.94529432,1.212959809,0.589624567,1.430647616,0.818318554,2.310207898,0.318344961,2.769158405,2.667574677,0.192440323,0.780849485,2.130169276,5.463866981,5.852527774,2.074942289,5.708416598,4.650377962,2.359377168,4.662102259,0.294700096,2.665867785,0.827712939
UACC812,GSK690693_GSK1120212,Insulin,60,3.156214837,4.953411399,0.760463835,11.36315293,8.684603517,5.57236588,0.552777146,0.638627856,1.7815192,0.72268444,0.584901777,19.33889389,1.822893028,1.354031514,2.966815619,1.918484658,20.17966778,2.457845739,0.364923828,0.082319722,1.158218006,1.524022289,0.7374033,1.142110548,0.570576944,1.11209055,0.893234912,1.208161907,0.278752948,3.499674254,2.329402725,0.202270184,0.706065178,2.220745302,4.808232284,6.645588305,1.51428806,3.719793691,3.366514203,3.529557331,5.651078923,0.321904829,2.561895377,0.808802717
UACC812,GSK690693_GSK1120212,PBS,60,3.025600578,5.149777377,0.80480995,15.61364757,9.705617236,5.368249984,0.600341807,0.606664895,1.579774176,0.771130463,0.693047586,22.67256112,1.707304524,1.379195715,3.15072023,1.928721968,22.40349172,2.253038897,0.356460009,0.108734596,1.127654566,1.401571409,0.646039268,1.345691313,0.572884829,1.014948463,0.894685257,1.293992083,0.326044967,3.431708195,1.623518285,0.212178889,0.749659656,2.113286909,4.669677526,5.926152489,1.640909357,3.511589007,3.690580061,3.137380902,6.2297381,0.332152821,2.328414026,0.745618558
UACC812,DMSO,HGF,60,2.703057782,4.037891314,0.70973938,1.583118073,1.232790739,4.328652546,0.819631856,0.624705942,1.163058781,0.809319194,0.642782429,13.89362707,1.504992834,1.177656597,3.294763955,2.027025867,12.280503,1.700944832,0.358822068,0.311105922,1.011837138,1.357364222,0.934968091,1.214048345,0.571287974,1.285052116,0.865901534,2.217524476,0.32046228,2.536932112,3.243051368,0.227996661,0.856475135,1.839465025,4.345642067,5.311578241,1.813696374,5.376032802,4.759050596,2.266690191,3.807320823,0.356196562,2.335433151,0.798356545
UACC812,DMSO,Serum,60,2.969737754,3.76533036,0.492926817,2.115577665,1.374511146,3.059396395,0.894907881,0.595506295,1.200414517,0.757483307,0.601948614,13.47919439,1.548619998,1.217126814,3.604060703,2.17613247,11.95362405,1.934500467,0.367574208,0.431009679,1.037603892,1.506905622,1.007619034,1.358427786,0.543294529,1.234474193,0.853166695,2.661384137,0.390587752,2.723142517,2.282176066,0.219312662,0.772598076,1.787264781,4.640901455,5.545755932,2.058544172,5.046168705,3.933200712,2.568477104,4.259491768,0.331359704,2.354906621,0.85669933
UACC812,DMSO,Insulin,60,2.913819153,4.955914331,0.599011725,2.235135918,1.244380105,4.54077096,0.780558845,0.710204621,1.115632538,0.765819754,0.642006779,12.56882484,1.42457442,1.197850856,3.450521596,2.22482692,13.30607551,1.952118833,0.347418017,0.290963418,0.946228668,1.401111984,0.944529738,1.013779385,0.520579801,1.315792983,0.769642624,2.561586012,0.321473678,3.028247442,2.225149257,0.222260561,0.751455392,1.943992137,5.714582648,7.95852235,2.291004597,6.498908001,4.391306086,2.258373797,5.871237368,0.304329644,2.728044914,0.854162213
UACC812,DMSO,PBS,60,3.135088413,4.36213913,0.567991657,1.742667326,1.144705553,4.076558882,0.748352954,0.633768024,1.085545721,0.699277486,0.591107018,11.9681305,1.440785646,1.15165422,3.268200074,2.156038196,12.6889019,1.798616163,0.343327731,0.274310019,0.789606383,1.38633829,0.92614808,1.159915447,0.446834074,1.202232456,0.775982354,2.341021925,0.35792469,2.815160524,1.987073709,0.200832412,0.742539433,2.065901758,4.897092722,5.827015994,2.289358135,4.702529104,4.24563822,2.523868066,4.658175606,0.307310433,2.529605667,0.818360905
UACC812,PD173074,HGF,120,2.77951046,4.763686084,1.276151275,1.910742984,1.632249912,5.762151014,0.744472923,0.651610252,1.201125984,0.54866894,0.616517771,10.94639326,1.333945561,1.263235718,3.51152864,2.1036691,11.99764916,2.217649089,0.356741757,0.472272971,1.079665294,1.268319223,0.85555996,1.287480547,0.54091761,1.064527814,1.039738943,1.604221081,0.33110504,2.828418796,1.764862922,0.211659301,0.724968391,1.971996682,5.061488196,5.593035006,1.628139753,4.640379744,3.360159854,2.304343891,4.842060237,0.290778671,2.629905649,0.792227281
UACC812,PD173074,Serum,120,2.69658816,4.429176793,1.214696262,1.974628782,1.562282127,5.038085843,0.812381626,0.707136196,1.260053607,0.714310386,0.597116662,11.02007193,1.48208057,1.140925774,3.217891311,2.096977267,12.92065164,2.035953073,0.366495264,0.503745301,1.290722682,1.4261842,1.011399914,1.548906751,0.549364583,1.255277009,0.953640775,2.04089867,0.367240266,2.926333245,1.973224133,0.210010118,0.751511135,2.060509342,4.606303123,4.812668742,1.904526515,4.364024208,3.34381066,2.23947911,4.183179041,0.310049371,2.224878675,0.81792782
UACC812,GSK690693_GSK1120212,HGF,120,2.849246228,5.605908329,1.234150997,12.63721888,9.908475413,5.031307044,0.551052818,0.672151596,1.447049128,0.707148165,0.668678676,16.88082681,1.774890249,1.23731622,3.495733806,2.045239599,17.71747312,2.76722223,0.357200664,0.083459688,0.899304136,1.237098115,0.645171648,1.270916138,0.470822201,0.865331302,0.984003572,1.252748137,0.256407786,3.822733823,1.988129794,0.225343635,0.694607284,2.135914093,5.284753445,6.320278383,1.508296093,2.246681116,2.110148181,3.382019376,5.65639144,0.283753589,2.833862344,0.773387838
UACC812,GSK690693_GSK1120212,Serum,120,2.913374461,4.425033825,1.069656748,8.914206545,7.122913002,4.717223537,0.613298154,0.663705007,1.393218952,0.674814943,0.578203117,17.54772936,1.737593573,1.205444496,3.268071831,1.96962973,14.95261492,2.617531039,0.342948623,0.104823962,1.445492981,1.306558107,0.844880765,1.513711094,0.482997643,0.954563865,0.923681508,1.667165864,0.296156842,3.331009513,2.077907839,0.206409229,0.738364688,2.004580181,4.89153266,5.238329134,1.654824469,3.192444267,2.236185271,3.069180104,5.47303947,0.318139878,2.448866924,0.670107703
UACC812,PD173074,Insulin,120,2.909243109,3.792612956,1.205253904,2.475978249,2.202980324,4.533989064,0.794211144,0.683710276,1.241178027,0.805274414,0.698522526,9.707587755,1.448605706,1.188976082,3.517473193,1.990886737,10.62201665,1.886441075,0.401061863,0.545416789,1.403293848,1.245831602,0.856739685,1.481513178,0.479384936,1.270237512,1.064362461,1.551153825,0.311584086,2.723180656,2.362066612,0.216404535,0.788791327,1.843830332,4.342637798,4.14891406,1.548962391,3.365165669,3.01561554,2.080921135,3.738225647,0.355919284,2.408207338,0.84347934
