Cell Line,Inhibitor,Stimulus,Timepoint,4EBP1_pS65,4EBP1_pT37_pT46,ACC_pS79,AKT_pS473,AKT_pT308,AMPK_pT172,BAD_pS112,c-JUN_pS73,c-Met_pY1235,c-Raf_pS338,CHK1_pS345,CHK2_pT68,EGFR_pY1068,EGFR_pY1173,EGFR_pY992,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,HER2_pY1248,HER3_pY1298,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NDRG1_pT346,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PEA15_pS116,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan-betaII_pS660,PRAS40_pT246,Rb_pS807_S811,Rictor_pT1135,S6_pS235_S236,S6_pS240_S244,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
BT20,PD173074,NRG1,120,2.807394983,4.205499081,0.428883323,6.857534061,4.953449709,1.764088558,0.947607498,0.262064468,0.759602941,1.473438637,0.961943837,1.034178951,0.460216475,1.249040663,0.257499989,0.908455291,4.06905543,2.96361867,0.964456184,1.194523007,0.368165614,0.523011837,1.173215464,1.195012546,0.323047463,0.98624341,0.585246443,0.896404701,0.785056829,0.743413226,0.410025994,2.389140536,0.780414407,0.429481338,0.99002591,2.475860466,9.573603344,2.852861917,2.760043926,1.075069912,0.902060465,1.15768387,2.386288049,0.518372557,4.573398105,0.732961924
BT20,PD173074,PBS,120,2.381736193,4.087362079,0.514151788,2.470884712,2.280094161,1.84866724,0.964685783,0.245949257,0.794158559,1.390752196,0.992495591,1.032263639,0.498844237,1.346048137,0.269919765,0.948632876,3.214766883,2.422294924,0.899223939,0.423880566,0.360454726,0.461415643,0.900017189,1.182238124,0.297743692,1.05496326,0.632477886,0.860073735,0.816949886,0.57223916,0.428690341,2.338588981,0.807491763,0.438355731,1.04291946,2.64228495,7.526243601,2.940630315,2.241489672,0.686215783,0.542324017,1.262173791,2.517699019,0.536085644,5.411872954,0.773231577
BT20,DMSO,NRG1,120,3.038996784,3.941012448,0.42320025,7.636288571,5.467202254,2.065346782,1.039721036,0.246424251,0.746090283,1.372684498,0.985764055,1.01334364,0.47981932,1.276281524,0.209546529,0.900264031,4.099797971,3.187437751,0.989679616,1.156172302,0.32614902,0.505558017,1.291822198,1.357367463,0.312472384,0.996180652,0.601341712,0.932279214,0.83247576,0.748077109,0.396675723,2.408690652,1.629791315,0.417659543,0.928777687,2.697994793,8.473356048,3.182498358,2.787416359,0.914803352,0.766609472,1.250507649,2.578956511,0.51745102,4.91477398,0.756160206
BT20,DMSO,PBS,120,2.927283126,3.867740871,0.541996335,3.105018417,2.736558346,2.352652046,1.022186827,0.232556726,0.724348166,1.057604923,0.970245926,1.090395608,0.457357406,1.328294328,0.226381097,0.945889888,3.252136287,2.559899797,0.935595628,0.415805981,0.353309624,0.464065053,1.000405245,1.242157078,0.281188405,1.011775619,0.623266135,0.885388534,0.824410808,0.566362797,0.392264296,2.359088251,0.830479789,0.422022382,0.973996671,2.716878241,7.184196018,3.00997531,2.220737839,0.572083307,0.46504653,1.206463344,2.517464938,0.513493043,4.977629715,0.772853015
BT20,GSK690693,NRG1,240,2.484172662,3.585279241,0.768554089,9.746474952,6.736017094,2.57726376,1.033513382,0.250571435,0.795612405,1.898741948,0.988869385,1.033110184,0.491149492,1.328616142,0.23769992,0.923477068,2.743924909,2.151177915,1.002576308,1.193347908,0.349349191,0.677398728,2.003746549,1.185478345,0.258174088,0.835768429,0.655504422,0.886593586,0.878512579,0.526993684,0.400543828,2.431442877,0.609775803,0.45697292,0.9708355,2.662671881,5.631678547,3.097420214,1.988836013,0.508584679,0.386037425,1.323779853,2.394021842,0.534712472,4.370872871,0.677356039
BT20,GSK690693,PBS,240,2.512657869,3.322320483,0.736727742,6.412660154,4.292862603,2.350377381,1.004866472,0.23609067,0.807674092,1.429020202,0.966652831,1.073893187,0.482779635,1.351822655,0.244269195,0.977942195,2.554909092,2.04648472,0.960462791,0.465230342,0.372847118,0.51528342,1.298842379,1.139111845,0.26888533,0.889654053,0.686596751,0.884639335,0.911795807,0.500691336,0.402716347,2.370227755,0.675399519,0.471398131,1.116051858,2.757936597,5.395287253,2.893400485,1.912055915,0.433581203,0.341457102,1.400189379,2.477498294,0.514037341,3.95765739,0.698658032
BT20,PD173074,NRG1,240,2.857108802,4.401307516,0.558219035,7.467631406,5.489436598,1.869372378,0.974178218,0.241256183,0.779037125,1.65385711,0.929717417,1.001992099,0.476042215,1.233485425,0.250708357,0.893255735,4.346087963,3.269035502,1.129967123,1.252243332,0.33414283,0.656151922,2.060055978,1.277605274,0.287967001,0.946760463,0.563391802,0.816551008,0.78946854,0.703428733,0.405605984,2.568287558,0.770314567,0.419906369,1.051393805,2.673756534,10.7555041,2.840529807,2.92574295,0.831278639,0.662326628,1.282912408,2.736353984,0.54229332,4.642289361,0.663049194
BT20,PD173074,PBS,240,2.540973466,4.617278251,0.555171796,2.991254347,2.883248676,1.917040201,0.96798507,0.240352851,0.814591403,1.334571722,1.06183889,1.045941211,0.47214698,1.251166198,0.252749672,0.962181752,3.384495027,2.668975039,0.975595042,0.45406044,0.395563981,0.524368999,1.100883565,1.313707184,0.270832489,1.035764664,0.614088896,0.903156345,0.879878361,0.598309235,0.433670237,2.551862778,0.770960708,0.452225829,1.00715757,2.66034701,8.989373098,2.928386597,2.358274623,0.609122031,0.452197476,1.41580439,2.786637623,0.567918385,5.445970656,0.787069613
BT20,DMSO,NRG1,240,2.842060998,3.751319707,0.539154014,7.811845556,5.2322633,1.914197451,1.000377025,0.245050025,0.768379731,1.456916605,0.961080476,1.077021521,0.443914065,1.24815785,0.22948852,0.914064646,3.982368921,3.302852271,0.991697903,1.16727928,0.36457931,0.615276434,1.415565243,1.500384717,0.295311923,0.966335905,0.671156692,0.903156345,0.891814286,0.731835454,0.414922942,2.389945436,0.946450803,0.436586205,1.053325863,2.598985143,7.974066816,2.884923121,2.647001647,0.843136929,0.69985614,1.377794641,2.612215824,0.567854811,5.173199978,0.717431102
BT20,DMSO,PBS,240,2.754267342,3.757028056,0.651884652,3.343534136,2.940999911,2.302621342,1.032236978,0.243113659,0.783853196,1.434120162,0.914050559,0.999971391,0.494120782,1.31427592,0.254265549,0.951545604,3.192725794,2.58705254,0.998125971,0.434211588,0.361219108,0.543169926,1.37901267,1.301762671,0.260285945,0.966265691,0.662548803,0.886646244,0.820769751,0.604666725,0.418221314,2.490236418,0.705536061,0.448502116,1.037023683,2.813649536,7.359389779,2.737459638,2.336293276,0.563762654,0.445819163,1.547353017,2.652442184,0.524715446,4.755384819,0.691300975
BT20,PD173074,IGF1,0,2.260332219,2.804930779,0.434686456,2.052990818,1.468342481,2.020985993,0.914629166,0.22712066,0.714208348,1.07332444,1.081460373,1.003633608,0.500028294,1.437402125,0.232203756,0.967105733,2.577358732,2.240756902,0.867071347,0.467102804,0.364136064,0.363107693,0.708954947,1.359232519,0.309076091,1.204397452,0.620134553,0.87860632,0.864517618,0.670570956,0.38723105,2.268292621,3.917593653,0.395308703,1.006024182,2.337064836,8.185166171,2.654502932,1.916870397,1.101015369,1.310060191,1.201750023,2.241910271,0.505253377,3.150152988,0.701862951
BT20,PD173074,IGF1,0,2.261457177,3.172748217,0.438056132,2.078969365,1.576612202,2.136396866,0.908586248,0.219799133,0.755316554,1.051575883,1.128024449,0.983331462,0.529238149,1.449288749,0.222093285,0.929432775,2.612373538,2.410526941,0.895235428,0.459595723,0.338554999,0.352757051,0.778855149,1.394828384,0.310754834,1.171412064,0.625316024,0.820938467,0.92488367,0.665338498,0.381760888,2.374450478,6.327441023,0.386894871,1.002929025,2.480602808,7.581720819,2.898213627,1.97954728,1.046375392,1.339618269,1.226713534,2.325317804,0.464603389,2.802961748,0.759063155
BT20,PD173074,IGF1,0,2.718282058,3.2687797,0.420838223,2.090347477,1.471592218,2.200242351,0.945086046,0.211977921,0.65830131,1.070511885,1.138417682,1.037483292,0.511849412,1.45271897,0.217391932,0.973898539,2.843515348,2.228376783,0.963129964,0.438950107,0.344005426,0.387342419,0.787653399,1.394800364,0.270728472,1.15346179,0.590003184,0.843671892,0.82117843,0.664515445,0.355557633,2.298074818,4.019619381,0.382028848,0.966492202,2.451185637,7.291013774,2.921740754,2.175715296,0.830897974,0.906567418,0.987872313,2.477219003,0.494211116,3.19226748,0.695090209
BT20,PD173074,IGF1,0,2.612057209,3.331892986,0.385872746,1.833030029,1.418441644,1.976432621,0.957380505,0.243052587,0.700558266,1.01009685,1.165369216,0.945031686,0.534721363,1.459056194,0.22294439,0.91175291,2.65518464,2.130661888,0.973835732,0.466793892,0.3755819,0.374394732,0.805879735,1.251288213,0.287203032,1.066912506,0.601163124,0.854921983,0.860529469,0.700835427,0.366679247,2.281221469,5.324037694,0.358212313,0.956108257,2.267619429,7.510580774,2.685068627,1.951313978,0.737682584,0.7666994,0.988011235,2.159196776,0.472767446,3.251914978,0.833864804
BT20,PD173074,IGF1,0,2.486408556,3.643447265,0.505719453,1.73676589,1.833854443,1.562999117,0.956740024,0.216651748,0.743400358,1.087418175,1.156714559,0.965714758,0.418971904,1.351154287,0.212600447,0.824353655,2.782651243,2.48902469,0.850828021,0.501174342,0.348739834,0.37022615,1.10552771,1.195249898,0.323027181,1.11610139,0.614846985,0.865346839,0.895055911,0.561746671,0.362510528,2.239048513,5.598691237,0.353129329,0.976170735,2.281246158,6.711649773,3.051183196,1.618523903,0.520099033,0.526011839,1.061738592,1.984469145,0.49311218,3.755309181,0.823828581
BT20,PD173074,IGF1,0,3.173217598,4.57725288,0.501310669,2.694336563,2.459565764,1.938937412,0.928726565,0.213436751,0.695075477,1.077926082,0.992878773,1.00889801,0.395804002,1.322236826,0.203046658,0.793880592,3.139373051,2.788217677,0.887506106,0.44508406,0.327820759,0.414446704,1.259348644,1.165947966,0.277058755,0.773247267,0.634275835,0.803586051,0.883526824,0.540690934,0.343700207,2.567581533,3.928875957,0.342967632,0.893382123,2.407004018,8.932635201,3.773283756,1.713768482,0.481251757,0.495530824,1.187707345,2.226008807,0.468858031,4.937575876,0.783679156
BT20,PD173074,IGF1,0,2.885701227,3.960823381,0.429562442,2.046231276,2.085838304,1.713033736,1.040268664,0.228503895,0.684677638,1.154087721,1.0344042,0.982099057,0.440753553,1.410107823,0.22493658,0.840678718,2.927899257,2.54576088,0.967039976,0.430996885,0.352482108,0.501678192,1.499542183,1.005223455,0.328530341,1.030017289,0.639643691,0.867226551,0.929048321,0.616102128,0.361674533,2.386074786,5.020767173,0.327561903,0.890803899,2.117902448,7.666992634,2.63141092,1.583660571,0.472353037,0.453871808,1.154446254,1.874086612,0.512779028,4.233740767,0.914690618
BT20,PD173074,IGF1,0,2.800192037,4.228117419,0.546529707,2.183181822,2.354737901,1.830110943,0.984821142,0.21939678,0.708278389,1.182611187,1.099521838,0.952198103,0.411975994,1.357530662,0.223982489,0.831408255,3.079060042,2.533964758,0.860942463,0.420037583,0.355832265,0.465230715,1.296141966,1.124502562,0.37754331,0.9966006,0.580130927,0.826115922,0.95332837,0.58577006,0.35674885,2.355189429,6.405411401,0.350293514,0.912240263,2.165650753,6.814381853,3.02929665,1.674505941,0.452323374,0.460220762,1.210284193,2.035873635,0.500423617,3.753535484,0.964655428
BT20,PD173074,IGF1,0,2.802824654,4.135335677,0.581981624,2.235061043,2.54157281,1.980872762,0.895869979,0.217203661,0.743863473,1.383570729,1.061517404,1.104431181,0.444040342,1.255935123,0.237892357,0.869079824,3.187197538,2.466004911,0.886731639,0.502976473,0.337719916,0.458702765,1.318827333,1.201230262,0.296035497,1.029792549,0.665563859,0.884258998,0.749944167,0.511602286,0.345647184,2.340815198,0.834203537,0.422819197,1.039839383,2.574793814,8.655356514,3.512416532,2.201662071,0.497998661,0.503444255,1.592426548,2.330972278,0.501560949,4.109856247,0.711746541
BT20,PD173074,IGF1,0,2.979737518,4.358445647,0.597050231,2.017318251,2.383203304,1.704715791,0.966391786,0.201168552,0.719359435,1.292128607,1.196458215,1.046359193,0.428394572,1.321883762,0.236905105,0.830148949,3.240660949,2.59544393,0.948735227,0.480701899,0.331698681,0.518409051,1.225233692,1.22915203,0.25408043,0.992543124,0.670819777,0.823985991,0.892195044,0.561084424,0.310831763,2.301846927,3.703603293,0.380031568,0.956786828,2.343236624,9.425141478,2.908272345,1.741746872,0.542044775,0.60508826,1.261177418,1.940593132,0.464823845,4.378728827,0.612019218
BT20,PD173074,IGF1,0,2.752663402,4.52251226,0.573874159,2.051715674,2.122994595,1.672063659,0.895679483,0.201558462,0.687847446,1.1369257,1.199245925,0.957386615,0.43498802,1.306008196,0.225291947,0.934338521,3.367744571,2.958601395,0.988601394,0.429611651,0.323952972,0.493188803,1.382489555,1.263008371,0.258965797,0.986026627,0.620740733,0.862053995,0.840447063,0.525318162,0.326641578,2.354359106,3.949224769,0.361188614,0.960823325,2.205054832,7.875717195,3.183174825,1.723609807,0.451007644,0.502202769,1.371605613,2.111759852,0.491081137,4.436311909,0.688707837
BT20,PD173074,IGF1,0,3.492501472,4.513460423,0.530964275,2.000294224,2.11685694,2.072808602,1.016481592,0.2279683,0.764137741,1.099216389,1.199054335,1.09962877,0.472532419,1.317766966,0.225636596,0.859636547,2.970321452,2.481424358,0.912853168,0.462296175,0.393929057,0.422006111,0.91665015,0.988949748,0.294113631,1.062378465,0.57741122,0.884103905,0.925479656,0.588968618,0.360111813,2.699536745,3.632029937,0.358642552,0.950586808,2.035154542,11.19327456,2.90957176,1.725905279,0.483969444,0.445085301,1.230305417,1.80323081,0.451873937,5.507198992,0.792990426
BT20,PD173074,IGF1,0,3.336858138,4.594962586,0.549138644,2.42207482,2.473530415,2.030708759,1.037029471,0.196671034,0.754781798,1.21322127,1.10912542,0.95776994,0.471171816,1.324292916,0.226346252,0.875653566,3.271463483,2.783794332,0.889066031,0.433573617,0.353611827,0.410552827,0.987007969,1.066836909,0.275183052,1.05818879,0.56979324,0.837213739,0.97216615,0.600349866,0.350434187,2.594183544,4.116406488,0.384889161,0.91601873,2.174105696,8.976632074,3.163500146,1.879161014,0.534767456,0.532581368,1.252008594,2.193584948,0.486030323,4.278985495,0.721680104
BT20,PD173074,IGF1,0,3.982533015,5.755800518,0.626335015,2.475889212,2.889476076,2.364451743,1.056577722,0.183526625,0.683384076,1.233761501,1.072162609,0.997629089,0.523762535,1.408247175,0.210440469,0.842285996,3.76397179,2.745132378,1.062235188,0.426632111,0.310786167,0.532334948,1.669884139,0.922603382,0.235325397,1.087018669,0.51016283,0.791837272,0.840554802,0.467857639,0.301230839,2.700810666,4.715474457,0.309883566,0.911569002,2.314254962,13.11442535,3.269160446,1.731887546,0.4033007,0.409503176,1.165536567,1.870454913,0.390362584,6.003541665,0.615112593
BT20,PD173074,IGF1,0,3.015887189,5.232607512,0.579523685,2.152557853,2.590995555,2.17521473,0.956371804,0.205033044,0.675909938,1.127344336,1.139555541,0.94913092,0.483390901,1.354917943,0.22266496,0.886418859,3.291727926,2.607574909,0.979352881,0.398584433,0.34923497,0.449620985,1.083328647,0.917330912,0.281638006,1.084136047,0.625432324,0.856043476,0.868422438,0.494186785,0.319814029,2.542995825,4.157767491,0.345653707,0.874245052,2.178485056,8.492797298,3.126275604,1.649521956,0.410952823,0.379866065,1.211540922,1.96826477,0.454999711,5.152226992,0.790160737
BT20,PD173074,PBS,0,2.260332219,2.804930779,0.434686456,2.052990818,1.468342481,2.020985993,0.914629166,0.22712066,0.714208348,1.07332444,1.081460373,1.003633608,0.500028294,1.437402125,0.232203756,0.967105733,2.577358732,2.240756902,0.867071347,0.467102804,0.364136064,0.363107693,0.708954947,1.359232519,0.309076091,1.204397452,0.620134553,0.87860632,0.864517618,0.670570956,0.38723105,2.268292621,3.917593653,0.395308703,1.006024182,2.337064836,8.185166171,2.654502932,1.916870397,1.101015369,1.310060191,1.201750023,2.241910271,0.505253377,3.150152988,0.701862951
BT20,PD173074,PBS,0,2.261457177,3.172748217,0.438056132,2.078969365,1.576612202,2.136396866,0.908586248,0.219799133,0.755316554,1.051575883,1.128024449,0.983331462,0.529238149,1.449288749,0.222093285,0.929432775,2.612373538,2.410526941,0.895235428,0.459595723,0.338554999,0.352757051,0.778855149,1.394828384,0.310754834,1.171412064,0.625316024,0.820938467,0.92488367,0.665338498,0.381760888,2.374450478,6.327441023,0.386894871,1.002929025,2.480602808,7.581720819,2.898213627,1.97954728,1.046375392,1.339618269,1.226713534,2.325317804,0.464603389,2.802961748,0.759063155
BT20,PD173074,PBS,0,2.718282058,3.2687797,0.420838223,2.090347477,1.471592218,2.200242351,0.945086046,0.211977921,0.65830131,1.070511885,1.138417682,1.037483292,0.511849412,1.45271897,0.217391932,0.973898539,2.843515348,2.228376783,0.963129964,0.438950107,0.344005426,0.387342419,0.787653399,1.394800364,0.270728472,1.15346179,0.590003184,0.843671892,0.82117843,0.664515445,0.355557633,2.298074818,4.019619381,0.382028848,0.966492202,2.451185637,7.291013774,2.921740754,2.175715296,0.830897974,0.906567418,0.987872313,2.477219003,0.494211116,3.19226748,0.695090209
BT20,PD173074,PBS,0,2.612057209,3.331892986,0.385872746,1.833030029,1.418441644,1.976432621,0.957380505,0.243052587,0.700558266,1.01009685,1.165369216,0.945031686,0.534721363,1.459056194,0.22294439,0.91175291,2.65518464,2.130661888,0.973835732,0.466793892,0.3755819,0.374394732,0.805879735,1.251288213,0.287203032,1.066912506,0.601163124,0.854921983,0.860529469,0.700835427,0.366679247,2.281221469,5.324037694,0.358212313,0.956108257,2.267619429,7.510580774,2.685068627,1.951313978,0.737682584,0.7666994,0.988011235,2.159196776,0.472767446,3.251914978,0.833864804
BT20,PD173074,PBS,0,2.486408556,3.643447265,0.505719453,1.73676589,1.833854443,1.562999117,0.956740024,0.216651748,0.743400358,1.087418175,1.156714559,0.965714758,0.418971904,1.351154287,0.212600447,0.824353655,2.782651243,2.48902469,0.850828021,0.501174342,0.348739834,0.37022615,1.10552771,1.195249898,0.323027181,1.11610139,0.614846985,0.865346839,0.895055911,0.561746671,0.362510528,2.239048513,5.598691237,0.353129329,0.976170735,2.281246158,6.711649773,3.051183196,1.618523903,0.520099033,0.526011839,1.061738592,1.984469145,0.49311218,3.755309181,0.823828581
BT20,PD173074,PBS,0,3.173217598,4.57725288,0.501310669,2.694336563,2.459565764,1.938937412,0.928726565,0.213436751,0.695075477,1.077926082,0.992878773,1.00889801,0.395804002,1.322236826,0.203046658,0.793880592,3.139373051,2.788217677,0.887506106,0.44508406,0.327820759,0.414446704,1.259348644,1.165947966,0.277058755,0.773247267,0.634275835,0.803586051,0.883526824,0.540690934,0.343700207,2.567581533,3.928875957,0.342967632,0.893382123,2.407004018,8.932635201,3.773283756,1.713768482,0.481251757,0.495530824,1.187707345,2.226008807,0.468858031,4.937575876,0.783679156
BT20,PD173074,PBS,0,2.885701227,3.960823381,0.429562442,2.046231276,2.085838304,1.713033736,1.040268664,0.228503895,0.684677638,1.154087721,1.0344042,0.982099057,0.440753553,1.410107823,0.22493658,0.840678718,2.927899257,2.54576088,0.967039976,0.430996885,0.352482108,0.501678192,1.499542183,1.005223455,0.328530341,1.030017289,0.639643691,0.867226551,0.929048321,0.616102128,0.361674533,2.386074786,5.020767173,0.327561903,0.890803899,2.117902448,7.666992634,2.63141092,1.583660571,0.472353037,0.453871808,1.154446254,1.874086612,0.512779028,4.233740767,0.914690618
BT20,PD173074,PBS,0,2.800192037,4.228117419,0.546529707,2.183181822,2.354737901,1.830110943,0.984821142,0.21939678,0.708278389,1.182611187,1.099521838,0.952198103,0.411975994,1.357530662,0.223982489,0.831408255,3.079060042,2.533964758,0.860942463,0.420037583,0.355832265,0.465230715,1.296141966,1.124502562,0.37754331,0.9966006,0.580130927,0.826115922,0.95332837,0.58577006,0.35674885,2.355189429,6.405411401,0.350293514,0.912240263,2.165650753,6.814381853,3.02929665,1.674505941,0.452323374,0.460220762,1.210284193,2.035873635,0.500423617,3.753535484,0.964655428
BT20,PD173074,PBS,0,2.802824654,4.135335677,0.581981624,2.235061043,2.54157281,1.980872762,0.895869979,0.217203661,0.743863473,1.383570729,1.061517404,1.104431181,0.444040342,1.255935123,0.237892357,0.869079824,3.187197538,2.466004911,0.886731639,0.502976473,0.337719916,0.458702765,1.318827333,1.201230262,0.296035497,1.029792549,0.665563859,0.884258998,0.749944167,0.511602286,0.345647184,2.340815198,0.834203537,0.422819197,1.039839383,2.574793814,8.655356514,3.512416532,2.201662071,0.497998661,0.503444255,1.592426548,2.330972278,0.501560949,4.109856247,0.711746541
BT20,PD173074,PBS,0,2.979737518,4.358445647,0.597050231,2.017318251,2.383203304,1.704715791,0.966391786,0.201168552,0.719359435,1.292128607,1.196458215,1.046359193,0.428394572,1.321883762,0.236905105,0.830148949,3.240660949,2.59544393,0.948735227,0.480701899,0.331698681,0.518409051,1.225233692,1.22915203,0.25408043,0.992543124,0.670819777,0.823985991,0.892195044,0.561084424,0.310831763,2.301846927,3.703603293,0.380031568,0.956786828,2.343236624,9.425141478,2.908272345,1.741746872,0.542044775,0.60508826,1.261177418,1.940593132,0.464823845,4.378728827,0.612019218
BT20,PD173074,PBS,0,2.752663402,4.52251226,0.573874159,2.051715674,2.122994595,1.672063659,0.895679483,0.201558462,0.687847446,1.1369257,1.199245925,0.957386615,0.43498802,1.306008196,0.225291947,0.934338521,3.367744571,2.958601395,0.988601394,0.429611651,0.323952972,0.493188803,1.382489555,1.263008371,0.258965797,0.986026627,0.620740733,0.862053995,0.840447063,0.525318162,0.326641578,2.354359106,3.949224769,0.361188614,0.960823325,2.205054832,7.875717195,3.183174825,1.723609807,0.451007644,0.502202769,1.371605613,2.111759852,0.491081137,4.436311909,0.688707837
BT20,PD173074,PBS,0,3.492501472,4.513460423,0.530964275,2.000294224,2.11685694,2.072808602,1.016481592,0.2279683,0.764137741,1.099216389,1.199054335,1.09962877,0.472532419,1.317766966,0.225636596,0.859636547,2.970321452,2.481424358,0.912853168,0.462296175,0.393929057,0.422006111,0.91665015,0.988949748,0.294113631,1.062378465,0.57741122,0.884103905,0.925479656,0.588968618,0.360111813,2.699536745,3.632029937,0.358642552,0.950586808,2.035154542,11.19327456,2.90957176,1.725905279,0.483969444,0.445085301,1.230305417,1.80323081,0.451873937,5.507198992,0.792990426
BT20,PD173074,PBS,0,3.336858138,4.594962586,0.549138644,2.42207482,2.473530415,2.030708759,1.037029471,0.196671034,0.754781798,1.21322127,1.10912542,0.95776994,0.471171816,1.324292916,0.226346252,0.875653566,3.271463483,2.783794332,0.889066031,0.433573617,0.353611827,0.410552827,0.987007969,1.066836909,0.275183052,1.05818879,0.56979324,0.837213739,0.97216615,0.600349866,0.350434187,2.594183544,4.116406488,0.384889161,0.91601873,2.174105696,8.976632074,3.163500146,1.879161014,0.534767456,0.532581368,1.252008594,2.193584948,0.486030323,4.278985495,0.721680104
BT20,PD173074,PBS,0,3.982533015,5.755800518,0.626335015,2.475889212,2.889476076,2.364451743,1.056577722,0.183526625,0.683384076,1.233761501,1.072162609,0.997629089,0.523762535,1.408247175,0.210440469,0.842285996,3.76397179,2.745132378,1.062235188,0.426632111,0.310786167,0.532334948,1.669884139,0.922603382,0.235325397,1.087018669,0.51016283,0.791837272,0.840554802,0.467857639,0.301230839,2.700810666,4.715474457,0.309883566,0.911569002,2.314254962,13.11442535,3.269160446,1.731887546,0.4033007,0.409503176,1.165536567,1.870454913,0.390362584,6.003541665,0.615112593
BT20,PD173074,PBS,0,3.015887189,5.232607512,0.579523685,2.152557853,2.590995555,2.17521473,0.956371804,0.205033044,0.675909938,1.127344336,1.139555541,0.94913092,0.483390901,1.354917943,0.22266496,0.886418859,3.291727926,2.607574909,0.979352881,0.398584433,0.34923497,0.449620985,1.083328647,0.917330912,0.281638006,1.084136047,0.625432324,0.856043476,0.868422438,0.494186785,0.319814029,2.542995825,4.157767491,0.345653707,0.874245052,2.178485056,8.492797298,3.126275604,1.649521956,0.410952823,0.379866065,1.211540922,1.96826477,0.454999711,5.152226992,0.790160737
BT20,PD173074,Serum,0,2.260332219,2.804930779,0.434686456,2.052990818,1.468342481,2.020985993,0.914629166,0.22712066,0.714208348,1.07332444,1.081460373,1.003633608,0.500028294,1.437402125,0.232203756,0.967105733,2.577358732,2.240756902,0.867071347,0.467102804,0.364136064,0.363107693,0.708954947,1.359232519,0.309076091,1.204397452,0.620134553,0.87860632,0.864517618,0.670570956,0.38723105,2.268292621,3.917593653,0.395308703,1.006024182,2.337064836,8.185166171,2.654502932,1.916870397,1.101015369,1.310060191,1.201750023,2.241910271,0.505253377,3.150152988,0.701862951
BT20,PD173074,Serum,0,2.261457177,3.172748217,0.438056132,2.078969365,1.576612202,2.136396866,0.908586248,0.219799133,0.755316554,1.051575883,1.128024449,0.983331462,0.529238149,1.449288749,0.222093285,0.929432775,2.612373538,2.410526941,0.895235428,0.459595723,0.338554999,0.352757051,0.778855149,1.394828384,0.310754834,1.171412064,0.625316024,0.820938467,0.92488367,0.665338498,0.381760888,2.374450478,6.327441023,0.386894871,1.002929025,2.480602808,7.581720819,2.898213627,1.97954728,1.046375392,1.339618269,1.226713534,2.325317804,0.464603389,2.802961748,0.759063155
BT20,PD173074,Serum,0,2.718282058,3.2687797,0.420838223,2.090347477,1.471592218,2.200242351,0.945086046,0.211977921,0.65830131,1.070511885,1.138417682,1.037483292,0.511849412,1.45271897,0.217391932,0.973898539,2.843515348,2.228376783,0.963129964,0.438950107,0.344005426,0.387342419,0.787653399,1.394800364,0.270728472,1.15346179,0.590003184,0.843671892,0.82117843,0.664515445,0.355557633,2.298074818,4.019619381,0.382028848,0.966492202,2.451185637,7.291013774,2.921740754,2.175715296,0.830897974,0.906567418,0.987872313,2.477219003,0.494211116,3.19226748,0.695090209
BT20,PD173074,Serum,0,2.612057209,3.331892986,0.385872746,1.833030029,1.418441644,1.976432621,0.957380505,0.243052587,0.700558266,1.01009685,1.165369216,0.945031686,0.534721363,1.459056194,0.22294439,0.91175291,2.65518464,2.130661888,0.973835732,0.466793892,0.3755819,0.374394732,0.805879735,1.251288213,0.287203032,1.066912506,0.601163124,0.854921983,0.860529469,0.700835427,0.366679247,2.281221469,5.324037694,0.358212313,0.956108257,2.267619429,7.510580774,2.685068627,1.951313978,0.737682584,0.7666994,0.988011235,2.159196776,0.472767446,3.251914978,0.833864804
BT20,PD173074,Serum,0,2.486408556,3.643447265,0.505719453,1.73676589,1.833854443,1.562999117,0.956740024,0.216651748,0.743400358,1.087418175,1.156714559,0.965714758,0.418971904,1.351154287,0.212600447,0.824353655,2.782651243,2.48902469,0.850828021,0.501174342,0.348739834,0.37022615,1.10552771,1.195249898,0.323027181,1.11610139,0.614846985,0.865346839,0.895055911,0.561746671,0.362510528,2.239048513,5.598691237,0.353129329,0.976170735,2.281246158,6.711649773,3.051183196,1.618523903,0.520099033,0.526011839,1.061738592,1.984469145,0.49311218,3.755309181,0.823828581
BT20,PD173074,Serum,0,3.173217598,4.57725288,0.501310669,2.694336563,2.459565764,1.938937412,0.928726565,0.213436751,0.695075477,1.077926082,0.992878773,1.00889801,0.395804002,1.322236826,0.203046658,0.793880592,3.139373051,2.788217677,0.887506106,0.44508406,0.327820759,0.414446704,1.259348644,1.165947966,0.277058755,0.773247267,0.634275835,0.803586051,0.883526824,0.540690934,0.343700207,2.567581533,3.928875957,0.342967632,0.893382123,2.407004018,8.932635201,3.773283756,1.713768482,0.481251757,0.495530824,1.187707345,2.226008807,0.468858031,4.937575876,0.783679156
